id,cmpdname,smiles_component,smiles_normalized,mw,mf,polararea,complexity,Category,Reason,Category_renormalized,Reason_renormalized
129714184,3-Chloro-2-butenyl acrylate,CC(=CCOC(=O)C=C)Cl,CC(=CCOC(=O)C=C)Cl,160.6,C7H9ClO2,26.3,161.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
67412270,Hydroxyethylimidazole Acrylate,C1=CN=C(N1)CCO,C1=CN=C(N1)CCO,184.19,C8H12N2O3,86.2,123.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
67074332,Ethyl 2-(4-methoxybenzoyl)-3-(5-methylfuran-2-yl)acrylate,CCOC(=O)C(=CC1=CC=C(O1)C)C(=O)C2=CC=C(C=C2)OC,CCOC(=O)C(=CC1=CC=C(O1)C)C(=O)C2=CC=C(C=C2)OC,314.3,C18H18O5,65.7,448.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
1550226,Benzyl 3-(4-methoxyphenyl)acrylate,COC1=CC=C(C=C1)/C=C/C(=O)OCC2=CC=CC=C2,COC1=CC=C(C=C1)/C=C/C(=O)OCC2=CC=CC=C2,268.31,C17H16O3,35.5,310.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
19861678,2-(2-(2-Butoxyethoxy)ethoxy)ethyl acrylate,CCCCOCCOCCOCCOC(=O)C=C,CCCCOCCOCCOCCOC(=O)C=C,260.329,C13H24O5,54.0,206.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
21868081,1-(Dimethoxymethylsilyl)propyl acrylate,CCC(OC(=O)C=C)[Si]C(OC)OC,CCC(OC(=O)C=C)[Si]C(OC)OC,216.31,C9H16O4Si,44.8,180.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
22105034,2-ethylhexyl(E)-3-(4-hydroxyphenyl)acrylate,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)O,CCCCC(CC)COC(=O)/C=C/C1=CC=C(C=C1)O,276.4,C17H24O3,46.5,291.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
24938706,(E)-Ethyl 3-(N-hydroxy-N-phenylcarbamoyl)acrylate,CCOC(=O)/C=C/C(=O)N(C1=CC=CC=C1)O,CCOC(=O)/C=C/C(=O)N(C1=CC=CC=C1)O,235.24,C12H13NO4,66.8,295.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
56940945,(E)-ethyl 3-(4-((E)-1-(1H-indazol-5-yl)-2-(2-methoxyphenyl)but-1-en-1-yl)phenyl)acrylate,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)NN=C3)/C4=CC=CC=C4OC,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)NN=C3)/C4=CC=CC=C4OC,452.5,C29H28N2O3,64.2,725.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
58105240,t-Butyl 3-(6-bromomethylpyridin-2-yl)-trans-acrylate,CC(C)(C)OC(=O)/C=C/C1=CC=CC(=N1)CBr,CC(C)(C)OC(=O)/C=C/C1=CC=CC(=N1)CBr,298.18,C13H16BrNO2,39.2,284.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
58826664,"ethyl (E)-3-[4-({1-[(12-cyclohexyl-3-methoxy-6,7-dihydro-5-oxa-7a-azadibenzo[a,e]azulene-9-carbonyl)amino]cyclobutanecarbonyl}amino)phenyl]acrylate",CCOC(=O)/C=C/C1=CC=C(C=C1)NC(=O)C2(CCC2)NC(=O)C3=CC4=C(C=C3)C(=C5N4CCOC6=C5C=CC(=C6)OC)C7CCCCC7,CCOC(=O)/C=C/C1=CC=C(C=C1)NC(=O)C2(CCC2)NC(=O)C3=CC4=C(C=C3)C(=C5N4CCOC6=C5C=CC(=C6)OC)C7CCCCC7,661.8,C40H43N3O6,108.0,1190.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
58866267,(E)-Methyl 3-(5-amino-2-ethoxy-4-(methylamino)phenyl)acrylate,CCOC1=CC(=C(C=C1/C=C/C(=O)OC)N)NC,CCOC1=CC(=C(C=C1/C=C/C(=O)OC)N)NC,250.29,C13H18N2O3,73.6,294.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
59216401,(Z)-ethyl 3-(3-(dimethylamino)phenylamino)-2-(3-bromo-2-methylphenyl)acrylate,CCOC(=O)/C(=C\NC1=CC(=CC=C1)N(C)C)/C2=C(C(=CC=C2)Br)C,CCOC(=O)/C(=C\NC1=CC(=CC=C1)N(C)C)/C2=C(C(=CC=C2)Br)C,403.3,C20H23BrN2O2,41.6,467.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
59555434,Ethyl 3-(6-hydroxymethylpyridin-2-yl)-trans-acrylate,CCOC(=O)/C=C/C1=CC=CC(=N1)CO,CCOC(=O)/C=C/C1=CC=CC(=N1)CO,207.23,C11H13NO3,59.4,228.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66605272,"(Z)-Methyl 3-(4-amino-3,5-dimethylphenyl)-2-(benzyloxycarbonyl)acrylate",CC1=CC(=CC(=C1N)C)/C=C(/C(=O)OC)\C(=O)OCC2=CC=CC=C2,CC1=CC(=CC(=C1N)C)/C=C(/C(=O)OC)\C(=O)OCC2=CC=CC=C2,339.4,C20H21NO4,78.6,484.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66632284,Ethyl 3-(6-(4-(benzyloxy)butoxy)-2-pivalamidopyridin-3-yl)acrylate,CCOC(=O)C=CC1=C(N=C(C=C1)OCCCCOCC2=CC=CC=C2)NC(=O)C(C)(C)C,CCOC(=O)C=CC1=C(N=C(C=C1)OCCCCOCC2=CC=CC=C2)NC(=O)C(C)(C)C,454.6,C26H34N2O5,86.8,610.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66648906,ethyl (E)-3-{4-[(t-butyldiphenylsilyloxy)methyl]phenyl}acrylate,CCOC(=O)/C=C/C1=CC=C(C=C1)CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C(C)(C)C,CCOC(=O)/C=C/C1=CC=C(C=C1)CO[Si](C2=CC=CC=C2)(C3=CC=CC=C3)C(C)(C)C,444.6,C28H32O3Si,35.5,570.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66702316,Ethyl 3-phenyl-2-(thiophene-2-carbonyl)acrylate,CCOC(=O)C(=CC1=CC=CC=C1)C(=O)C2=CC=CS2,CCOC(=O)C(=CC1=CC=CC=C1)C(=O)C2=CC=CS2,286.3,C16H14O3S,71.6,383.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66720603,ethyl (2E)-3-(5-chloro-2-methyl-2H-indazol-4-yl)acrylate,CCOC(=O)/C=C/C1=C(C=CC2=NN(C=C21)C)Cl,CCOC(=O)/C=C/C1=C(C=CC2=NN(C=C21)C)Cl,264.71,C13H13ClN2O2,44.1,335.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66720648,"ethyl(2E)-3-(1,2,3-benzothiadiazol-7-yl)acrylate",CCOC(=O)/C=C/C1=C2C(=CC=C1)N=NS2,CCOC(=O)/C=C/C1=C2C(=CC=C1)N=NS2,234.28,C11H10N2O2S,80.3,283.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66720667,ethyl (2E)-3-(2-methyl-2H-indazol-4-yl)acrylate,CCOC(=O)/C=C/C1=CC=CC2=NN(C=C21)C,CCOC(=O)/C=C/C1=CC=CC2=NN(C=C21)C,230.26,C13H14N2O2,44.1,304.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66720782,"ethyl (2E)-3-(2-methyl[1,2,4]triazolo[1,5-a]pyridin-8-yl)acrylate",CCOC(=O)/C=C/C1=CC=CN2C1=NC(=N2)C,CCOC(=O)/C=C/C1=CC=CN2C1=NC(=N2)C,231.25,C12H13N3O2,56.5,306.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66740223,tert-butyl trans-(E)-3-{4-[4-(5-benzyl[1.3.4]thiadiazol-2-ylcarbamoyl)phenyl]-cyclohexyl}acrylate,CC(C)(C)OC(=O)/C=C/C1CCC(CC1)C2=CC=C(C=C2)C(=O)NC3=NN=C(S3)CC4=CC=CC=C4,CC(C)(C)OC(=O)/C=C/C1CCC(CC1)C2=CC=C(C=C2)C(=O)NC3=NN=C(S3)CC4=CC=CC=C4,503.7,C29H33N3O3S,109.0,745.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66794638,"(E)-Ethyl 3-(4-((E)-2-(2,4-dichlorophenyl)-1-(1H-indazol-5-yl)but-1-en-1-yl)phenyl)acrylate",CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)NN=C3)/C4=C(C=C(C=C4)Cl)Cl,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)NN=C3)/C4=C(C=C(C=C4)Cl)Cl,491.4,C28H24Cl2N2O2,55.0,747.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66794674,(E)-Ethyl 3-(4-((E)-2-phenyl-1-(1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-5-yl)but-1-en-1-yl)phenyl)acrylate,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=CC=C5,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=CC=C5,506.6,C33H34N2O3,53.4,824.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66794924,(E)-Ethyl 3-(4-((E)-2-(2-(methylthio)phenyl)-1-(1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-5-yl)but-1-en-1-yl)phenyl)acrylate,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=CC=C5SC,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=CC=C5SC,552.7,C34H36N2O3S,78.6,882.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66794993,(E)-Ethyl 3-(4-((E)-2-cyclobutyl-1-(1-methyl-1H-indazol-5-yl)-2-phenylvinyl)phenyl)acrylate,CCOC(=O)/C=C/C1=CC=C(C=C1)/C(=C(/C2CCC2)\C3=CC=CC=C3)/C4=CC5=C(C=C4)N(N=C5)C,CCOC(=O)/C=C/C1=CC=C(C=C1)/C(=C(/C2CCC2)\C3=CC=CC=C3)/C4=CC5=C(C=C4)N(N=C5)C,462.6,C31H30N2O2,44.1,771.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66806556,(E)-Ethyl 3-(4-((E)-2-(4-(2-hydroxyethoxy)phenyl)-1-(1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-5-yl)but-1-en-1-yl)phenyl)acrylate,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=C(C=C5)OCCO,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=C(C=C5)OCCO,566.7,C35H38N2O5,82.8,905.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66806706,(E)-Ethyl 3-(4-((E)-2-(4-(2-methoxyethoxy)phenyl)-1-(1-(tetrahydro-2H-pyran-2-yl)-1H-indazol-5-yl)but-1-en-1-yl)phenyl)acrylate,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=C(C=C5)OCCOC,CC/C(=C(/C1=CC=C(C=C1)/C=C/C(=O)OCC)\C2=CC3=C(C=C2)N(N=C3)C4CCCCO4)/C5=CC=C(C=C5)OCCOC,580.7,C36H40N2O5,71.8,921.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66856063,"(E)-methyl 3-(1-hydroxy-2,2,5-trimethylcyclohexyl)acrylate",CC1CCC(C(C1)(/C=C/C(=O)OC)O)(C)C,CC1CCC(C(C1)(/C=C/C(=O)OC)O)(C)C,226.31,C13H22O3,46.5,294.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66858936,"ethyl (2E)-3-[1,3-dimethyl-5-(1H-pyrrolo[2,3-b]pyridin-1-yl)-1H-pyrazol-4-yl]acrylate",CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2N=CC=C3,CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2N=CC=C3,310.35,C17H18N4O2,61.9,456.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66859473,"ethyl (2E)-3-{5-[6-(2-methoxyethoxy)-1H-indol-1-yl]-1,3-dimethyl-1H-pyrazol-4-yl}acrylate",CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2C=C(C=C3)OCCOC,CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2C=C(C=C3)OCCOC,383.4,C21H25N3O4,67.5,544.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66860590,"Ethyl (2E)-3-[5-(5-chloro-1H-indol-1-yl)-1,3-dimethyl-1H-pyrazol-4-yl]acrylate",CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2C=CC(=C3)Cl,CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2C=CC(=C3)Cl,343.8,C18H18ClN3O2,49.0,487.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66860594,"tert-butyl (2E)-3-[5-(5-chloro-1H-indol-1-yl)-1,3-dimethyl-1H-pyrazol-4-yl]acrylate",CC1=NN(C(=C1/C=C/C(=O)OC(C)(C)C)N2C=CC3=C2C=CC(=C3)Cl)C,CC1=NN(C(=C1/C=C/C(=O)OC(C)(C)C)N2C=CC3=C2C=CC(=C3)Cl)C,371.9,C20H22ClN3O2,49.0,548.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66860714,"ethyl (2E)-3-[1,3-dimethyl-5-(5-methyl-1H-pyrrolo[2,3-b]pyridin-1-yl)-1H-pyrazol-4-yl]acrylate",CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2N=CC(=C3)C,CCOC(=O)/C=C/C1=C(N(N=C1C)C)N2C=CC3=C2N=CC(=C3)C,324.4,C18H20N4O2,61.9,484.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
69720840,3-Cyclohexene Methyl Acrylate,C1CCC=CC1,C1CCC=CC1,168.23,C10H16O2,26.3,111.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
86623854,Ethyl 2-acetyl-3-(dimethylaminomethylene)acrylate,CCOC(=O)C(=C=CN(C)C)C(=O)C,CCOC(=O)C(=C=CN(C)C)C(=O)C,197.23,C10H15NO3,46.6,286.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
87127356,Ethyl-2-(tert-butyldimethylsilyloxy)acrylate,CCOC(=O)C(=C)O[Si](C)(C)C(C)(C)C,CCOC(=O)C(=C)O[Si](C)(C)C(C)(C)C,230.38,C11H22O3Si,35.5,251.0,Alpha-Substituted Acrylate,Found Alpha-Substituted Acrylate moiety,Alpha-Substituted Acrylate,Found Alpha-Substituted Acrylate moiety
145430716,3-(Phenylthio)benZyl acrylate,C=CC(=O)OCC1=CC(=CC=C1)SC2=CC=CC=C2,C=CC(=O)OCC1=CC(=CC=C1)SC2=CC=CC=C2,270.3,C16H14O2S,51.6,297.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
53407480,Methyl (E)-3-(2-fluoro-6-(pyrrolidin-1-yl)pyridin-4-yl)acrylate,COC(=O)C=CC1=CC(=NC(=C1)F)N2CCCC2,COC(=O)C=CC1=CC(=NC(=C1)F)N2CCCC2,250.27,C13H15FN2O2,42.4,316.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
68773183,p-Diethylaminophenethyl acrylate,CCN(CC)C1=CC=C(C=C1)CCOC(=O)C=C,CCN(CC)C1=CC=C(C=C1)CCOC(=O)C=C,247.33,C15H21NO2,29.5,253.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
691135,"Ethyl 2-cyano-3-(6-nitro-1,3-benzodioxol-5-yl)acrylate",CCOC(=O)/C(=C/C1=CC2=C(C=C1[N+](=O)[O-])OCO2)/C#N,CCOC(=O)/C(=C/C1=CC2=C(C=C1[N+](=O)[O-])OCO2)/C#N,290.23,C13H10N2O6,114.0,503.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10618222,Methyl (2Z)-3-(3-bromophenyl)-2-[(tert-butoxycarbonyl)amino]acrylate,CC(C)(C)OC(=O)N/C(=C\C1=CC(=CC=C1)Br)/C(=O)OC,CC(C)(C)OC(=O)N/C(=C\C1=CC(=CC=C1)Br)/C(=O)OC,356.21,C15H18BrNO4,64.599,414.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
12084305,"1-(2-Hydroxy-2-methylpropoxy)-2,2,6,6-tetramethylpiperidin-4-yl Acrylate",CC1(CC(CC(N1OCC(C)(C)O)(C)C)OC(=O)C=C)C,CC1(CC(CC(N1OCC(C)(C)O)(C)C)OC(=O)C=C)C,299.41,C16H29NO4,59.0,383.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
12330257,Methyl (E)-3-(3-iodophenyl)acrylate,COC(=O)/C=C/C1=CC(=CC=C1)I,COC(=O)/C=C/C1=CC(=CC=C1)I,288.08,C10H9IO2,26.3,201.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
12433288,(E)-methyl 3-(4-amino-2-methylphenyl)acrylate,CC1=C(C=CC(=C1)N)/C=C/C(=O)OC,CC1=C(C=CC(=C1)N)/C=C/C(=O)OC,191.23,C11H13NO2,52.3,225.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
12641148,methyl 3(E)-(3-ethoxy-4-hydroxyphenyl)acrylate,CCOC1=C(C=CC(=C1)/C=C/C(=O)OC)O,CCOC1=C(C=CC(=C1)/C=C/C(=O)OC)O,222.24,C12H14O4,55.8,249.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
13590738,"2-(2-Oxo-1,3,2-dioxaphospholan-2-yloxy)ethyl acrylate",C=CC(=O)OCCOP1(=O)OCCO1,C=CC(=O)OCCOP1(=O)OCCO1,222.13,C7H11O6P,71.1,253.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
14693048,"1,6-Hexanediol monomethyl ether acrylate",COCCCCCCOC(=O)C=C,COCCCCCCOC(=O)C=C,186.25,C10H18O3,35.5,143.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
15509192,1-Cyclohexylcyclopentyl acrylate,C=CC(=O)OC1(CCCC1)C2CCCCC2,C=CC(=O)OC1(CCCC1)C2CCCCC2,222.32,C14H22O2,26.3,258.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
15841100,Ethyl E-3-(4-dimethylamino-phenyl)-2-methyl-acrylate,CCOC(=O)/C(=C/C1=CC=C(C=C1)N(C)C)/C,CCOC(=O)/C(=C/C1=CC=C(C=C1)N(C)C)/C,233.31,C14H19NO2,29.5,276.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
15950929,"(E)-4-[(E)-3,5-diacetoxystyryl]phenyl 3-(4-acetoxy-3-methoxyphenyl)acrylate",CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OC2=CC=C(C=C2)/C=C/C3=CC(=CC(=C3)OC(=O)C)OC(=O)C)OC,CC(=O)OC1=C(C=C(C=C1)/C=C/C(=O)OC2=CC=C(C=C2)/C=C/C3=CC(=CC(=C3)OC(=O)C)OC(=O)C)OC,530.5,C30H26O9,114.0,878.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
18329179,4-[(E)-2-methoxycarbonyl-vinyl]-phenyl 2-methyl-acrylate,CC(=C)C(=O)OC1=CC=C(C=C1)/C=C/C(=O)OC,C=CC(=O)Oc1ccc(/C=C/C(=O)OC)cc1,246.26,C14H14O4,52.6,349.0,Mixed Types,"Found: Methacrylate, Beta-Substituted",Mixed Types,"Found: Acrylate, Beta-Substituted"
18329215,(E)-2-(2-methoxycarbonyl-vinyl)-naphthalen-6-yl 2-methyl-acrylate,CC(=C)C(=O)OC1=CC2=C(C=C1)C=C(C=C2)/C=C/C(=O)OC,C=CC(=O)Oc1ccc2cc(/C=C/C(=O)OC)ccc2c1,296.3,C18H16O4,52.6,466.0,Mixed Types,"Found: Methacrylate, Beta-Substituted",Mixed Types,"Found: Acrylate, Beta-Substituted"
18426508,2-(Methylsulfonyl)ethyl acrylate,CS(=O)(=O)CCOC(=O)C=C,CS(=O)(=O)CCOC(=O)C=C,178.21,C6H10O4S,68.8,234.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
18546536,3-Methylthio-1-propyl acrylate,CSCCCOC(=O)C=C,CSCCCOC(=O)C=C,160.24,C7H12O2S,51.6,112.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
18612827,Methyl 2-[(4-Methoxybenzenesulfonyl)-(2-methylsulfonylaminobenzyl)amino]acrylate,COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2NS(=O)(=O)C)C(=C)C(=O)OC,COC1=CC=C(C=C1)S(=O)(=O)N(CC2=CC=CC=C2NS(=O)(=O)C)C(=C)C(=O)OC,454.5,C19H22N2O7S2,136.0,807.0,Alpha-Substituted Acrylate,Found Alpha-Substituted Acrylate moiety,Alpha-Substituted Acrylate,Found Alpha-Substituted Acrylate moiety
18921490,Ethyl-trans-3-[2-[(4chlorophenyl)sulfonylaminomethyl]indan-5-yl]acrylate,CCOC(=O)/C=C/C1=CC2=C(CC(C2)CNS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1,CCOC(=O)/C=C/C1=CC2=C(CC(C2)CNS(=O)(=O)C3=CC=C(C=C3)Cl)C=C1,419.9,C21H22ClNO4S,80.8,652.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
18952360,5-Chloro-4-(dimethylamino)-8-quinazolinyl acrylate,CN(C)C1=NC=NC2=C(C=CC(=C21)Cl)OC(=O)C=C,CN(C)C1=NC=NC2=C(C=CC(=C21)Cl)OC(=O)C=C,277.7,C13H12ClN3O2,55.3,351.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
18979455,6-[4'-[trans-4-(3-Oxo-propyl)-cyclohexyl]-biphenyl-4-yloxy]-hexyl acrylate,C=CC(=O)OCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3CCC(CC3)CCC=O,C=CC(=O)OCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3CCC(CC3)CCC=O,462.6,C30H38O4,52.6,579.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
18979564,6-[4'-[trans-4-(3-Hydroxy-propyl)-cyclohexyl]-biphenyl-4-yloxy]-hexyl acrylate,C=CC(=O)OCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3CCC(CC3)CCCO,C=CC(=O)OCCCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3CCC(CC3)CCCO,464.6,C30H40O4,55.8,552.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
19598060,Methyl 2E-3-(2-hydroxymethyl-6-methoxyphenyl)acrylate,COC1=CC=CC(=C1/C=C/C(=O)OC)CO,COC1=CC=CC(=C1/C=C/C(=O)OC)CO,222.24,C12H14O4,55.8,249.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
19598186,p-Trimethylsilyloxybenzyl acrylate,C[Si](C)(C)OC1=CC=C(C=C1)COC(=O)C=C,C[Si](C)(C)OC1=CC=C(C=C1)COC(=O)C=C,250.36,C13H18O3Si,35.5,262.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
19778492,"1-Octyloxy-2,2,6,6-tetramethylpiperidin-4-yl acrylate",CCCCCCCCON1C(CC(CC1(C)C)OC(=O)C=C)(C)C,CCCCCCCCON1C(CC(CC1(C)C)OC(=O)C=C)(C)C,339.5,C20H37NO3,38.8,386.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
19974449,Ethyl 3-(3-methoxy-4-nitrophenyl)acrylate,CCOC(=O)/C=C/C1=CC(=C(C=C1)[N+](=O)[O-])OC,CCOC(=O)/C=C/C1=CC(=C(C=C1)[N+](=O)[O-])OC,251.23,C12H13NO5,81.4,323.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
20716712,methyl (E)-3-(6-hydroxy-naphthalen-2-yl)-acrylate,COC(=O)/C=C/C1=CC2=C(C=C1)C=C(C=C2)O,COC(=O)/C=C/C1=CC2=C(C=C1)C=C(C=C2)O,228.24,C14H12O3,46.5,298.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
20792571,methyl (E)-3-[4-[6-hydroxyhexoxy]-phenyl]-acrylate,COC(=O)/C=C/C1=CC=C(C=C1)OCCCCCCO,COC(=O)/C=C/C1=CC=C(C=C1)OCCCCCCO,278.34,C16H22O4,55.8,280.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
21202730,"Methyl-(E)-3-(1-methyl-1,2,3-triazol-4-yl)acrylate",CN1C=C(N=N1)/C=C/C(=O)OC,CN1C=C(N=N1)/C=C/C(=O)OC,167.17,C7H9N3O2,57.0,193.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
21803566,methyl (E)-3-methoxy-3-(7-bromo-1-naphthyl)acrylate,CO/C(=C/C(=O)OC)/C1=CC=CC2=C1C=C(C=C2)Br,CO/C(=C/C(=O)OC)/C1=CC=CC2=C1C=C(C=C2)Br,321.16,C15H13BrO3,35.5,353.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
