id,cmpdname,smiles_component,smiles_normalized,mw,mf,polararea,complexity,Category,Reason,Category_renormalized,Reason_renormalized
637429,Calebin A,COC1=C(C=CC(=C1)/C=C/C(=O)COC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)COC(=O)/C=C/C2=CC(=C(C=C2)O)OC)O,384.4,C21H20O7,102.0,571.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
168661,Butyl prop-2-enoate;methyl 2-methylprop-2-enoate;styrene,C=CC1=CC=CC=C1,C=CC1=CC=CC=C1,332.4,C20H28O4,52.6,260.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
62414,Triethylene glycol diacrylate,C=CC(=O)OCCOCCOCCOC(=O)C=C,C=CC(=O)OCCOCCOCCOC(=O)C=C,258.269,C12H18O6,71.1,246.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
15013,2-(Dimethylamino)ethyl acetate,CC(=O)OCCN(C)C,CC(=O)OCCN(C)C,131.17,C6H13NO2,29.5,91.1,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
7766335,Benzyl ferulate,COC1=C(C=CC(=C1)/C=C/C(=O)OCC2=CC=CC=C2)O,COC1=C(C=CC(=C1)/C=C/C(=O)OCC2=CC=CC=C2)O,284.31,C17H16O4,55.8,347.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
14158117,1-O-(4-Coumaroyl)-beta-D-glucose,C1=CC(=CC=C1/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,C1=CC(=CC=C1/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,326.3,C15H18O8,137.0,418.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
66357,2-Phenoxyethyl methacrylate,CC(=C)C(=O)OCCOC1=CC=CC=C1,C=CC(=O)OCCOc1ccccc1,206.24,C12H14O3,35.5,217.0,Methacrylate,Found Methacrylate moiety,Acrylate,Found Acrylate moiety
18392,2-Methoxyethyl acrylate,COCCOC(=O)C=C,COCCOC(=O)C=C,130.139,C6H10O3,35.5,98.5,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
87149,"3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl acrylate",C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C=CC(=O)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,418.15,C11H7F13O2,26.3,535.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
94232,Tetrahydrofurfuryl acrylate,C=CC(=O)OCC1CCCO1,C=CC(=O)OCC1CCCO1,156.18,C8H12O3,35.5,153.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
109058,2-tert-Butyl-6-(3-tert-butyl-2-hydroxy-5-methylbenzyl)-4-methylphenyl acrylate,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)OC(=O)C=C,CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)OC(=O)C=C,394.5,C26H34O3,46.5,568.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
75084,Dodecyl acrylate,CCCCCCCCCCCCOC(=O)C=C,CCCCCCCCCCCCOC(=O)C=C,240.38,C15H28O2,26.3,187.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
23688,2-Butoxyethyl acrylate,CCCCOCCOC(=O)C=C,CCCCOCCOC(=O)C=C,172.22,C9H16O3,35.5,132.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
93359,Dicyclopentyloxyethyl acrylate,C=CC(=O)OCCOC1CC2CC1C3C2C=CC3,C=CC(=O)OCCOC1CC2CC1C3C2C=CC3,248.32,C15H20O3,35.5,374.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
75617,Benzyl acrylate,C=CC(=O)OCC1=CC=CC=C1,C=CC(=O)OCC1=CC=CC=C1,162.18,C10H10O2,26.3,157.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
98056,"3,3,5-Trimethylcyclohexyl acrylate",CC1CC(CC(C1)(C)C)OC(=O)C=C,CC1CC(CC(C1)(C)C)OC(=O)C=C,196.29,C12H20O2,26.3,231.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
76345,Pentyl acrylate,CCCCCOC(=O)C=C,CCCCCOC(=O)C=C,142.2,C8H14O2,26.3,108.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
688356,Ethyl 2-cyano-3-(1H-indol-3-yl)acrylate,CCOC(=O)/C(=C/C1=CNC2=CC=CC=C21)/C#N,CCOC(=O)/C(=C/C1=CNC2=CC=CC=C21)/C#N,240.26,C14H12N2O2,65.9,394.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6438504,2-Cyano-3-(1-phenylindol-3-yl)acrylate,C1=CC=C(C=C1)N2C=C(C3=CC=CC=C32)/C=C(\C#N)/C(=O)O,C1=CC=C(C=C1)N2C=C(C3=CC=CC=C32)/C=C(\C#N)/C(=O)O,288.3,C18H12N2O2,66.0,499.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
13835,Allyl acrylate,C=CCOC(=O)C=C,C=CCOC(=O)C=C,112.13,C6H8O2,26.3,105.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
544160,Isobornyl acrylate,CC1(C2CCC1(C(C2)OC(=O)C=C)C)C,CC1(C2CCC1(C(C2)OC(=O)C=C)C)C,208.3,C13H20O2,26.3,306.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
20963,2-Bromoethyl acrylate,C=CC(=O)OCCBr,C=CC(=O)OCCBr,179.01,C5H7BrO2,26.3,90.4,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
10308916,Lead acrylate,[Pb+2],[Pb+2],349.0,C6H6O4Pb,80.3,50.4,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
165442,Calcium acrylate,[Ca+2],[Ca+2],182.19,C6H6CaO4,80.3,50.4,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
134689750,"(E)-((1R,3aS,7S,91R,12aR)-3a,6,6,12a-tetramethyl-1-((R)-6-methylhept-5-en-2-yl)hexadecahydrocyclopenta[a]cyclopropa[e]phenanthren-7-yl) 3-(4-hydroxy-3-methoxyphenyl)acrylate",C[C@@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC34C2CCC5[C@@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,C[C@@H](CCC=C(C)C)[C@H]1CC[C@@]2([C@@]1(CCC34C2CCC5[C@@]3(C4)CC[C@@H](C5(C)C)OC(=O)/C=C/C6=CC(=C(C=C6)O)OC)C)C,602.9,C40H58O4,55.8,1150.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
638308,2-(Phosphonooxy)acrylate,C=C(C(=O)[O-])OP(=O)(O)O,C=C(C(=O)[O-])OP(=O)(O)O,167.03,C3H4O6P-,107.0,196.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
44607779,"3a,4,5,6,7,7a-Hexahydro-4,7-methano-1H-indenyl acrylate",C=CC(=O)OC1C[C@H]2C[C@@H]1[C@@H]3[C@H]2C=CC3,C=CC(=O)OC1C[C@H]2C[C@@H]1[C@@H]3[C@H]2C=CC3,204.26,C13H16O2,26.3,331.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
639970,"2-Propenoic acid, (1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl ester, rel-",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)C=C,C[C@@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)C=C,208.3,C13H20O2,26.3,306.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
736317,Ethyl 4-aminocinnamate,CCOC(=O)/C=C/C1=CC=C(C=C1)N,CCOC(=O)/C=C/C1=CC=C(C=C1)N,191.23,C11H13NO2,52.3,205.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5919576,Benzyl caffeate,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC(=C(C=C2)O)O,C1=CC=C(C=C1)COC(=O)/C=C/C2=CC(=C(C=C2)O)O,270.28,C16H14O4,66.8,333.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
676946,p-Coumaric acid ethyl ester,CCOC(=O)/C=C/C1=CC=C(C=C1)O,CCOC(=O)/C=C/C1=CC=C(C=C1)O,192.21,C11H12O3,46.5,203.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5851439,Cinidon-ethyl,CCOC(=O)/C(=C/C1=C(C=CC(=C1)N2C(=O)C3=C(C2=O)CCCC3)Cl)/Cl,CCOC(=O)/C(=C/C1=C(C=CC(=C1)N2C(=O)C3=C(C2=O)CCCC3)Cl)/Cl,394.2,C19H17Cl2NO4,63.7,657.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5281788,Plantamajoside,C1=CC(=C(C=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,C1=CC(=C(C=C1CCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)OC(=O)/C=C/C3=CC(=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O)O,640.6,C29H36O16,266.0,953.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
9543026,Acryloyl-CoA,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C=C)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C=C)O,821.6,C24H38N7O17P3S,389.0,1430.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
169944,Epoxy resin,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,392.9,C21H25ClO5,90.3,303.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
169944,Epoxy resin,C1C(O1)CCl,C1C(O1)CCl,392.9,C21H25ClO5,90.3,303.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
161596,"2-Propenoic acid, ammonium salt (1:1)",[NH4+],[NH4+],89.09,C3H7NO2,41.1,50.4,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
5321318,Methyl sinapate,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)OC,238.24,C12H14O5,65.0,262.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5315874,Cimiracemate A,COC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)CC2=CC(=C(C=C2)O)O)O,COC1=C(C=C(C=C1)/C=C/C(=O)OCC(=O)CC2=CC(=C(C=C2)O)O)O,358.3,C19H18O7,113.0,504.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
93414,Tripropyleneglycol diacrylate,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,CC(COCC(C)OC(=O)C=C)OCC(C)OC(=O)C=C,300.35,C15H24O6,71.1,352.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
5281773,Forsythiaside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OCCC3=CC(=C(C=C3)O)O)O)O)OC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O,624.6,C29H36O15,245.0,936.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5280406,1-O-Sinapoyl-beta-D-glucose,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,COC1=CC(=CC(=C1O)OC)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,386.3,C17H22O10,155.0,498.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
16119626,p-Hydroxyphenylethyl p-coumarate,C1=CC(=CC=C1CCOC(=O)/C=C/C2=CC=C(C=C2)O)O,C1=CC(=CC=C1CCOC(=O)/C=C/C2=CC=C(C=C2)O)O,284.31,C17H16O4,66.8,337.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
12002015,Minecoside,COC1=C(C=C(C=C1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,COC1=C(C=C(C=C1)/C=C/C(=O)O[C@H]2[C@@H]3C=CO[C@H]([C@@H]3[C@@]4([C@H]2O4)CO)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O,538.5,C25H30O13,197.0,912.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10175330,Tribuloside,C1=CC(=CC=C1/C=C\C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,C1=CC(=CC=C1/C=C\C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O,594.5,C30H26O13,213.0,1040.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
6439089,"(E)-4-(1,2,3,6-Tetrahydro-2,6-dioxo-1,3-dipropyl-9H-purin-8-yl)cinnamic acid",CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)/C=C/C(=O)O,CCCN1C2=C(C(=O)N(C1=O)CCC)NC(=N2)C3=CC=C(C=C3)/C=C/C(=O)O,382.4,C20H22N4O4,107.0,630.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
637829,"Caffeic acid 3,4-Dihydroxyphenethyl ester",C1=CC(=C(C=C1CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,C1=CC(=C(C=C1CCOC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,316.3,C17H16O6,107.0,410.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
62693,Acrylamide-acrylic acid resin,C=CC(=O)N,C=CC(=O)N,143.14,C6H9NO3,80.4,114.0,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
5320237,Octadecyl caffeate,CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,CCCCCCCCCCCCCCCCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,432.6,C27H44O4,66.8,449.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
3037997,Corynantheine,CO/C=C(\[C@H]1C[C@H]2C3=C(CCN2C[C@@H]1C=C)C4=CC=CC=C4N3)/C(=O)OC,CO/C=C(\[C@H]1C[C@H]2C3=C(CCN2C[C@@H]1C=C)C4=CC=CC=C4N3)/C(=O)OC,366.5,C22H26N2O3,54.6,604.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
119747,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl acrylate",C=CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C=CC(=O)OCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,518.169,C13H7F17O2,26.3,706.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
87274,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl acrylate",C=CC(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C=CC(=O)OCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,618.18,C15H7F21O2,26.3,884.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
62552,Stearyl acrylate,CCCCCCCCCCCCCCCCCCOC(=O)C=C,CCCCCCCCCCCCCCCCCCOC(=O)C=C,324.5,C21H40O2,26.3,261.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
61642,2-(2-Hydroxyethoxy)ethyl acrylate,C=CC(=O)OCCOCCO,C=CC(=O)OCCOCCO,160.17,C7H12O4,55.8,122.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
83410,Hexadecyl acrylate,CCCCCCCCCCCCCCCCOC(=O)C=C,CCCCCCCCCCCCCCCCOC(=O)C=C,296.5,C19H36O2,26.3,236.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
75096,Hexafluoroisopropyl acrylate,C=CC(=O)OC(C(F)(F)F)C(F)(F)F,C=CC(=O)OC(C(F)(F)F)C(F)(F)F,222.08,C6H4F6O2,26.3,214.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
67921,2-(N-Ethylperfluorooctanesulfonamido)ethyl acrylate,CCN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,CCN(CCOC(=O)C=C)S(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,625.3,C15H12F17NO4S,72.1,984.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
104247,2-(Perfluorobutyl)ethyl acrylate,C=CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,C=CC(=O)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,318.14,C9H7F9O2,26.3,372.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
67551,"2,2,3,3,4,4,5,5,6,6,7,7,8,8,8-Pentadecafluorooctyl acrylate",C=CC(=O)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C=CC(=O)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,454.13,C11H5F15O2,26.3,604.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
67829,"2,2,3,3,4,4,5,5-Octafluoropentyl acrylate",C=CC(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F,C=CC(=O)OCC(C(C(C(F)F)(F)F)(F)F)(F)F,286.12,C8H6F8O2,26.3,325.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
82655,Propargyl acrylate,C=CC(=O)OCC#C,C=CC(=O)OCC#C,110.11,C6H6O2,26.3,138.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
67744,"2,2,3,3,3-Pentafluoropropyl acrylate",C=CC(=O)OCC(C(F)(F)F)(F)F,C=CC(=O)OCC(C(F)(F)F)(F)F,204.09,C6H5F5O2,26.3,208.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
67923,"2,2,3,3,4,4,4-Heptafluorobutyl acrylate",C=CC(=O)OCC(C(C(F)(F)F)(F)F)(F)F,C=CC(=O)OCC(C(C(F)(F)F)(F)F)(F)F,254.1,C7H5F7O2,26.3,281.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
899314,Ethyl 3-(5-nitro-2-furyl)acrylate,CCOC(=O)/C=C/C1=CC=C(O1)[N+](=O)[O-],CCOC(=O)/C=C/C1=CC=C(O1)[N+](=O)[O-],211.17,C9H9NO5,85.3,270.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
101059,(Pentabromophenyl)methyl acrylate,C=CC(=O)OCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,C=CC(=O)OCC1=C(C(=C(C(=C1Br)Br)Br)Br)Br,556.7,C10H5Br5O2,26.3,282.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
88984,Tetradecyl acrylate,CCCCCCCCCCCCCCOC(=O)C=C,CCCCCCCCCCCCCCOC(=O)C=C,268.4,C17H32O2,26.3,211.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
2732123,Methyl 2-cyano-3-(dimethylamino)acrylate,CN(C)/C=C(\C#N)/C(=O)OC,CN(C)/C=C(\C#N)/C(=O)OC,154.17,C7H10N2O2,53.3,222.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
113159,2-[[(Butylamino)carbonyl]oxy]ethyl acrylate,CCCCNC(=O)OCCOC(=O)C=C,CCCCNC(=O)OCCOC(=O)C=C,215.25,C10H17NO4,64.599,216.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
745885,Ethyl 2-cyano-3-(3-nitrophenyl)acrylate,CCOC(=O)/C(=C/C1=CC(=CC=C1)[N+](=O)[O-])/C#N,CCOC(=O)/C(=C/C1=CC(=CC=C1)[N+](=O)[O-])/C#N,246.22,C12H10N2O4,95.9,402.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
82764,Ammonium acrylate,N,N,89.09,C3H7NO2,38.3,55.9,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
121642,"3-[2,2-Dimethyl-1-oxo-3-[(1-oxo-2-propenyl)oxy]propoxy]-2,2-dimethylpropyl acrylate",CC(C)(COC(=O)C=C)COC(=O)C(C)(C)COC(=O)C=C,CC(C)(COC(=O)C=C)COC(=O)C(C)(C)COC(=O)C=C,312.36,C16H24O6,78.9,448.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
9991705,"Butyl 3-(3,4-dihydroxyphenyl)acrylate",CCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,CCCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,236.26,C13H16O4,66.8,262.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
56605174,"(E)-Methyl 3-methoxy-2-(2-((6-oxo-1,6-dihydropyrimidin-4-yl)oxy)phenyl)acrylate",CO/C=C(\C1=CC=CC=C1OC2=CC(=O)NC=N2)/C(=O)OC,CO/C=C(\C1=CC=CC=C1OC2=CC(=O)NC=N2)/C(=O)OC,302.28,C15H14N2O5,86.2,524.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
165336,Magnesium acrylate,[Mg+2],[Mg+2],166.41,C6H6MgO4,80.3,50.4,Not Acrylate,No acrylic moiety,Not Acrylate,No acrylic moiety
668171,(E)-Ethyl 2-cyano-3-(4-hydroxyphenyl)acrylate,CCOC(=O)/C(=C/C1=CC=C(C=C1)O)/C#N,CCOC(=O)/C(=C/C1=CC=C(C=C1)O)/C#N,217.22,C12H11NO3,70.3,318.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
773368,(E)-Methyl 2-cyano-3-(1H-indol-3-yl)acrylate,COC(=O)/C(=C/C1=CNC2=CC=CC=C21)/C#N,COC(=O)/C(=C/C1=CNC2=CC=CC=C21)/C#N,226.23,C13H10N2O2,65.9,380.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
75873,Nonyl acrylate,CCCCCCCCCOC(=O)C=C,CCCCCCCCCOC(=O)C=C,198.3,C12H22O2,26.3,152.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
98887,Neopentyl acrylate,CC(C)(C)COC(=O)C=C,CC(C)(C)COC(=O)C=C,142.2,C8H14O2,26.3,131.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
6537093,Propyl 3-(2-furyl)acrylate,CCCOC(=O)/C=C/C1=CC=CO1,CCCOC(=O)/C=C/C1=CC=CO1,180.2,C10H12O3,39.4,187.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
105380,Tetrabromobisphenol A bis(2-hydroxyethyl) ether bis(acrylate),CC(C)(C1=CC(=C(C(=C1)Br)OCCOC(=O)C=C)Br)C2=CC(=C(C(=C2)Br)OCCOC(=O)C=C)Br,CC(C)(C1=CC(=C(C(=C1)Br)OCCOC(=O)C=C)Br)C2=CC(=C(C(=C2)Br)OCCOC(=O)C=C)Br,740.1,C25H24Br4O6,71.1,651.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
10082261,"Propyl 3-(3,4-Dihydroxyphenyl)Acrylate",CCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,CCCOC(=O)/C=C/C1=CC(=C(C=C1)O)O,222.24,C12H14O4,66.8,249.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
5357688,"4-Pyridineacrylic acid, methyl ester",COC(=O)/C=C/C1=CC=NC=C1,COC(=O)/C=C/C1=CC=NC=C1,163.17,C9H9NO2,39.2,171.0,Beta-Substituted,Found Beta-Substituted moiety,Beta-Substituted,Found Beta-Substituted moiety
10907737,"2-Propenoic acid, 2-[1-[3,5-bis(1,1-dimethylpropyl)-2-hydroxyphenyl]ethyl]-4,6-bis(1,1-dimethylpropyl)phenyl ester",CCC(C)(C)C1=CC(=C(C(=C1)C(C)(C)CC)O)C(C)C2=C(C(=CC(=C2)C(C)(C)CC)C(C)(C)CC)OC(=O)C=C,CCC(C)(C)C1=CC(=C(C(=C1)C(C)(C)CC)O)C(C)C2=C(C(=CC(=C2)C(C)(C)CC)C(C)(C)CC)OC(=O)C=C,548.8,C37H56O3,46.5,836.0,Acrylate,Found Acrylate moiety,Acrylate,Found Acrylate moiety
