id_A,id_B,smiles_A,smiles_B,chain_size,xx,yy,zz,static_polarizability,type,static_polarizability_original
22676929,,C=CC(=O)OCCSc1ccccc1,,1,245.063649157,235.771669399,149.586980966,0.22951679810611042,homopoly,210.14076650733327
87274,,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,2,568.590219763,628.85484642,486.587499752,0.6716353058953655,homopoly,561.344188645
81215,,C=CC(=O)Oc1ccc(OC(=O)C=C)cc1,,0,172.144270515,128.612728466,63.7209499123,0.11792058155135074,monomer,121.4926496311
544164,,C=CC(=O)OC1CC(C)CCC1C(C)C,,1,218.698973034,219.173025306,221.648337444,0.24172698699839518,homopoly,219.84011192800003
163752588,,C=CC(=O)Oc1ccc2sc(=O)oc2c1,,1,151.155421529,197.470359047,295.651248459,0.2353305534702882,homopoly,214.7590096783333
58231725,,C=CC(=O)Oc1ccc2cc(-c3cccc4c3sc3ccccc34)ccc2c1-c1cccc2c1sc1ccccc12,,0,460.10775211,356.900997158,409.259499557,0.4795471275133715,monomer,408.75608294166665
129721060,,C=CC(=O)Oc1c(CCO)ccc2c1[nH]c1ccccc12,,1,294.075066731,391.711680706,341.702136981,0.3961348461675193,homopoly,342.496294806
19979416,,C=CC(=O)OC1CC(C)(C)N(OC)C(C)(C)C1,,0,126.384035725,131.211592445,101.395197814,0.11561806166325678,monomer,119.66360866133334
22728782,,C=CC(=O)OCCN1CCOC1=O,,1,164.774095461,132.963259186,165.288531822,0.15927350729210882,homopoly,154.34196215633332
129721294,,C=CC(=O)Oc1ccc(C2C(C#N)(C#N)CC2(C#N)C#N)cc1,,2,547.812035319,830.642190478,511.202169186,0.757919678174801,homopoly,629.8854649943333
155509,,C=CC(=O)OC[C@@H]1CCCN2CCCC[C@H]12,,2,482.685849409,442.439850079,447.952909775,0.541152048757949,homopoly,457.6928697543333
53702279,,C=CC(=O)OCCCCCCCCC=CCC=CCCCCC,,0,173.502292224,162.766874809,203.407630762,0.1914379495118221,monomer,179.89226593166669
76133726,,C=CC(=O)OCCCCCCCF,,0,66.7086461741,87.5454501392,105.67666447,0.07405023568036881,monomer,86.64358692776666
22728778,,C=CC(=O)OCCN1C(=O)CCC1=O,,2,367.601035782,315.779068303,333.776605949,0.39179923397153693,homopoly,339.052236678
69446413,,C=CC(=O)OC(C)OC(=O)c1cccc2ccccc12,,0,187.650721751,53.2300855334,212.078228885,0.15504923103505464,monomer,150.9863453898
3015131,,C=CC(=O)Oc1ccc(C(=O)c2ccccc2)cc1,,2,665.974294516,611.495175002,494.893010286,0.7087005196255511,homopoly,590.787493268
10192585,,C=CC(=O)OCC(C)(C)CO,,2,292.226586108,305.048092152,280.076994125,0.3331339033486407,homopoly,292.4505574616667
18366398,,C=CC(=O)OI,,0,37.3174319994,46.3186920034,58.5483649498,0.024641258130475484,monomer,47.39482965086668
20607910,,C=CC(=O)OCCOc1ccc(-c2ccccc2)cc1,,0,200.846296593,75.4399331484,212.759397772,0.17019197444294393,monomer,163.01520917113334
13568817,,C=C/C=C/OC(=O)C=C,,1,249.168434661,126.028215474,75.0578455051,0.1539143451468025,homopoly,150.0848318800333
4582075,,C=CC(=O)Oc1ccc(N=Nc2ccc(N=Nc3ccccc3)cc2)cc1C,,1,565.032721728,621.010773818,750.372264725,0.7775409569961291,homopoly,645.4719200903334
